category,district,constituency,candidate_name,party,votes,total_votes,share_votes,unopposed
District Woman Representative,KALANGALA,KALANGALA,NAKIMULI HELEN,NUP,9791,19242,0.508834839,0
District Woman Representative,KALANGALA,KALANGALA,NABAYIGA IDAH,NRM,8519,19242,0.442729443,0
District Woman Representative,KALANGALA,KALANGALA,NAKIMERA LYDIA,INDEPENDENT,932,19242,0.048435714,0
District Woman Representative,KALIRO,KALIRO,NAMUKUTA BRENDA,NRM,38844,68530,0.566817462,0
District Woman Representative,KALIRO,KALIRO,NABUGERE MUNAABA FLAVIA,INDEPENDENT,16128,68530,0.23534219,0
District Woman Representative,KALIRO,KALIRO,KISAKYE ANGELYNE,FDC,6902,68530,0.100715019,0
District Woman Representative,KALIRO,KALIRO,ABENAKYO MARIAM,INDEPENDENT,2846,68530,0.041529257,0
District Woman Representative,KALIRO,KALIRO,NANYANZI SARAH JULIET,INDEPENDENT,1851,68530,0.027010068,0
District Woman Representative,KALIRO,KALIRO,NAIGA REBECCA IRENE EREEMYE,UPC,1138,68530,0.016605865,0
District Woman Representative,KALIRO,KALIRO,NAMUSISI SANUBI,INDEPENDENT,821,68530,0.011980155,0
District Woman Representative,KALUNGU,KALUNGU,SEKINDI AISHA,NRM,25451,55873,0.455515176,0
District Woman Representative,KALUNGU,KALUNGU,KIGGUNDU FIONA MIREMBE,NUP,21668,55873,0.387808055,0
District Woman Representative,KALUNGU,KALUNGU,WALIGGO AISHA NULUYATI,DP,8754,55873,0.156676754,0
District Woman Representative,KAMPALA,KAMPALA,MALENDE SHAMIM,NUP,314865,505199,0.623249471,0
District Woman Representative,KAMPALA,KAMPALA,NAMBI FARIDAH,NRM,94870,505199,0.187787384,0
District Woman Representative,KAMPALA,KAMPALA,NYANZI STELLA,FDC,61190,505199,0.121120587,0
District Woman Representative,KAMPALA,KAMPALA,NABUNJE SUMAYIYAH MUWONGE,DP,16512,505199,0.032684151,0
District Woman Representative,KAMPALA,KAMPALA,NAMUGWANYA REBECCA ROBINAH,INDEPENDENT,5680,505199,0.011243095,0
District Woman Representative,KAMPALA,KAMPALA,KASIRI EVELYN KENT,INDEPENDENT,3880,505199,0.007680142,0
District Woman Representative,KAMPALA,KAMPALA,MUBIRU FATUMAH,JEEMA,2921,505199,0.00578188,0
District Woman Representative,KAMPALA,KAMPALA,NABASIRYE AISHAH,ANT,2710,505199,0.005364223,0
District Woman Representative,KAMPALA,KAMPALA,NANFUMA SHAMIM,INDEPENDENT,2571,505199,0.005089084,0
District Woman Representative,KAMULI,KAMULI,KADAGA REBECCA,NRM,92840,130536,0.711221397,0
District Woman Representative,KAMULI,KAMULI,SALAAMU MUSUMBA PROSCOVIA,FDC,26909,130536,0.206142366,0
District Woman Representative,KAMULI,KAMULI,BABIRYE BRIDGET,NUP,10787,130536,0.082636207,0
District Woman Representative,KAMWENGE,KAMWENGE,BAHIREIRA TUMWEKWASE SYLVIA,INDEPENDENT,38309,74910,0.511400342,0
District Woman Representative,KAMWENGE,KAMWENGE,AZAIRWE DOROTHY KABARAITSYA,NRM,36601,74910,0.488599658,0
District Woman Representative,KANUNGU,KANUNGU,KINSHABA PATIENCE NKUNDA,NRM,47967,86569,0.554089785,0
District Woman Representative,KANUNGU,KANUNGU,KANSIIME HONEST FORTUNATE,INDEPENDENT,16043,86569,0.185320377,0
District Woman Representative,KANUNGU,KANUNGU,KARUNGI ELIZABETH,INDEPENDENT,15939,86569,0.184119031,0
District Woman Representative,KANUNGU,KANUNGU,MUREKATETE SHANTARI,INDEPENDENT,3962,86569,0.045766961,0
District Woman Representative,KANUNGU,KANUNGU,ASIIMWE MACKLINE,FDC,1584,86569,0.018297544,0
District Woman Representative,KANUNGU,KANUNGU,KYARISIIMA CHARITY,INDEPENDENT,1074,86569,0.012406289,0
District Woman Representative,KAPCHORWA,KAPCHORWA,CHEMUTAI PHYLLIS,NRM,18060,39796,0.453814447,0
District Woman Representative,KAPCHORWA,KAPCHORWA,CHEKAMONDO RUKIYA KULANY,INDEPENDENT,8535,39796,0.214468792,0
District Woman Representative,KAPCHORWA,KAPCHORWA,BEULAH JULIET CHEPOYEYIN,INDEPENDENT,6581,39796,0.165368378,0
District Woman Representative,KAPCHORWA,KAPCHORWA,SEIKO JALIA CHEKASIRE,INDEPENDENT,5772,39796,0.145039707,0
District Woman Representative,KAPCHORWA,KAPCHORWA,CHEMUTAI HARRIET,NUP,610,39796,0.015328174,0
District Woman Representative,KAPCHORWA,KAPCHORWA,KABANYORO PHIONA,ANT,238,39796,0.0059805,0
District Woman Representative,KAPELEBYONG,KAPELEBYONG,ATUTO JACINTA,NRM,7596,26571,0.285875589,0
District Woman Representative,KAPELEBYONG,KAPELEBYONG,ADUPO FLORENCE,FDC,7472,26571,0.281208843,0
District Woman Representative,KAPELEBYONG,KAPELEBYONG,AJUPO JOYCE HARRIET,INDEPENDENT,7466,26571,0.280983031,0
District Woman Representative,KAPELEBYONG,KAPELEBYONG,AREGO ANGELLA OJAKALA,INDEPENDENT,1377,26571,0.051823415,0
District Woman Representative,KAPELEBYONG,KAPELEBYONG,ASIO REGINE,INDEPENDENT,1307,26571,0.049188964,0
District Woman Representative,KAPELEBYONG,KAPELEBYONG,AKELLO CAROLINE,INDEPENDENT,906,26571,0.034097325,0
District Woman Representative,KAPELEBYONG,KAPELEBYONG,ADIO WINIFRED,INDEPENDENT,247,26571,0.009295849,0
District Woman Representative,KAPELEBYONG,KAPELEBYONG,AMODING HARRIET,INDEPENDENT,200,26571,0.007527003,0
District Woman Representative,KARENGA,KARENGA,AKELLO ROSE LILLY,NRM,10659,14299,0.745436728,0
District Woman Representative,KARENGA,KARENGA,AKOT SANTINA IBOI,INDEPENDENT,3640,14299,0.254563242,0
District Woman Representative,KASESE,KASESE,KABUGHO FLORENCE,FDC,101072,235919,0.428418219,0
District Woman Representative,KASESE,KASESE,SARAH ITUNGU MASEREKA,NRM,73924,235919,0.313344836,0
District Woman Representative,KASESE,KASESE,KABUGHO MARY MARYLYN,INDEPENDENT,48545,235919,0.205769777,0
District Woman Representative,KASESE,KASESE,KATEMBO FATUMA,NUP,12378,235919,0.05246716,0
District Woman Representative,KASSANDA,KASSANDA,NABAGABE KALULE FLAVIA,NUP,40990,84696,0.483966172,0
District Woman Representative,KASSANDA,KASSANDA,NALUBOWA NAWIRAH,NRM,25848,84696,0.305185616,0
District Woman Representative,KASSANDA,KASSANDA,NANTONGO JANE SSEMUDDU,INDEPENDENT,9602,84696,0.113370173,0
District Woman Representative,KASSANDA,KASSANDA,ATUKUNDA REBECCA MUBANGIZI,INDEPENDENT,6119,84696,0.072246626,0
District Woman Representative,KASSANDA,KASSANDA,NAKAZIBWE FATINAH,INDEPENDENT,2137,84696,0.025231415,0
District Woman Representative,KATAKWI,KATAKWI,ALUPO JESSICA ROSE EPEL,INDEPENDENT,28361,57707,0.491465509,0
District Woman Representative,KATAKWI,KATAKWI,AKURUT VIOLET ADOME,NRM,20386,57707,0.353267372,0
District Woman Representative,KATAKWI,KATAKWI,APUNO CLARE,INDEPENDENT,4703,57707,0.081497915,0
District Woman Representative,KATAKWI,KATAKWI,AGUTI STELLA JANE,FDC,1699,57707,0.029441835,0
District Woman Representative,KATAKWI,KATAKWI,AKITENG JANE FRANCES,INDEPENDENT,1496,57707,0.025924064,0
District Woman Representative,KATAKWI,KATAKWI,ILEMUKORIT JANE,INDEPENDENT,698,57707,0.012095586,0
District Woman Representative,KATAKWI,KATAKWI,AMODOI JUDITH,INDEPENDENT,364,57707,0.006307727,0
District Woman Representative,KAYUNGA,KAYUNGA,NANTABA IDAH ERIOS,INDEPENDENT,42725,104121,0.410339892,0
District Woman Representative,KAYUNGA,KAYUNGA,NAKWEEDE HARRIET,NUP,37117,104121,0.356479466,0
District Woman Representative,KAYUNGA,KAYUNGA,BIRUNGI KOBUSINGYE JACKLINE,INDEPENDENT,10202,104121,0.097982153,0
District Woman Representative,KAYUNGA,KAYUNGA,NALUBWAMA AGATHA,NRM,9237,104121,0.088714093,0
District Woman Representative,KAYUNGA,KAYUNGA,NABIRYE MARGRET,INDEPENDENT,3648,104121,0.035036162,0
District Woman Representative,KAYUNGA,KAYUNGA,NAKADDU BRENDA,FDC,889,104121,0.008538143,0
District Woman Representative,KAYUNGA,KAYUNGA,WABUZA LYDIA,DP,303,104121,0.002910076,0
District Woman Representative,KAZO,KAZO,MUHEESI ABAHO JENIFER,NRM,20212,52825,0.382621855,0
District Woman Representative,KAZO,KAZO,NAWE MOLLY KAMUKAMA,INDEPENDENT,16850,52825,0.318977743,0
District Woman Representative,KAZO,KAZO,KEMIREMBE RONAH,INDEPENDENT,15526,52825,0.293913871,0
District Woman Representative,KAZO,KAZO,TUMWEBAZE PATIENCE,INDEPENDENT,157,52825,0.002972078,0
District Woman Representative,KAZO,KAZO,AYEBAZIBWE IRENE,ANT,80,52825,0.001514434,0
District Woman Representative,KIBAALE,KIBAALE,KISEMBO BASEMERA NOELINE,NRM,35604,42763,0.832588911,0
District Woman Representative,KIBAALE,KIBAALE,KUNIHIRA PROSCOVIA,INDEPENDENT,7159,42763,0.167411074,0
District Woman Representative,KIBOGA,KIBOGA,KAAYA CHRISTINE NAKIMWERO,NUP,24767,49404,0.501315653,0
District Woman Representative,KIBOGA,KIBOGA,NANKABIRWA RUTH SSENTAMU,NRM,22878,49404,0.4630799,0
District Woman Representative,KIBOGA,KIBOGA,NAKIMULI AISHA,INDEPENDENT,1759,49404,0.035604406,0
District Woman Representative,KIBUKU,KIBUKU,NAMUYANGU KACHA JENIPHER,NRM,23058,59274,0.389006972,0
District Woman Representative,KIBUKU,KIBUKU,MWEBAZA SARAH WENENE,INDEPENDENT,15925,59274,0.268667549,0
District Woman Representative,KIBUKU,KIBUKU,NAKANGU SUSAN,INDEPENDENT,11575,59274,0.195279554,0
District Woman Representative,KIBUKU,KIBUKU,KATOOKO SYLVIA DAMBA,INDEPENDENT,2856,59274,0.048183013,0
District Woman Representative,KIBUKU,KIBUKU,MUSENERO SYLVIA MAJJARITI,INDEPENDENT,2206,59274,0.037216991,0
District Woman Representative,KIBUKU,KIBUKU,NAULA MANJERI BOLE,FDC,1235,59274,0.020835442,0
District Woman Representative,KIBUKU,KIBUKU,NAMUSWA MARGARET MANGURU,INDEPENDENT,741,59274,0.012501265,0
District Woman Representative,KIBUKU,KIBUKU,NAKAZIBWE SCOVIA,INDEPENDENT,537,59274,0.009059621,0
District Woman Representative,KIBUKU,KIBUKU,TAMWENYA RUTH,INDEPENDENT,527,59274,0.008890914,0
District Woman Representative,KIBUKU,KIBUKU,MBOIRA MARY,INDEPENDENT,368,59274,0.006208456,0
District Woman Representative,KIBUKU,KIBUKU,AKWARE DOREEN,DP,246,59274,0.004150218,0
District Woman Representative,KIKUUBE,KIKUUBE,NATUMANYA FLORA,NRM,39725,64814,0.612907708,0
District Woman Representative,KIKUUBE,KIKUUBE,KAAHWA TOPHACE,INDEPENDENT,25089,64814,0.387092292,0
District Woman Representative,KIRUHURA,KIRUHURA,TWINOBUSINGYE JOVANICE,NRM,35319,51889,0.68066448,0
District Woman Representative,KIRUHURA,KIRUHURA,KABAIJE SHEILA MWINE,INDEPENDENT,15105,51889,0.291102171,0
District Woman Representative,KIRUHURA,KIRUHURA,KABARANGIRA ROSEMARY,ANT,1465,51889,0.028233344,0
District Woman Representative,KIRYANDONGO,KIRYANDONGO,KAHUNDE HELEN,NRM,35490,57041,0.622184038,0
District Woman Representative,KIRYANDONGO,KIRYANDONGO,KATUSIIME JOVIA,INDEPENDENT,21551,57041,0.377815962,0
District Woman Representative,KISORO,KISORO,NYIRABASHITSI SARAH MATEKE,NRM,60849,108793,0.5593099,0
District Woman Representative,KISORO,KISORO,KABAGYENI ROSE,INDEPENDENT,43846,108793,0.403022259,0
District Woman Representative,KISORO,KISORO,MUSANASE JULIET,INDEPENDENT,3421,108793,0.031445038,0
District Woman Representative,KISORO,KISORO,KANYANGE PENINAH,INDEPENDENT,677,108793,0.006222827,0
District Woman Representative,KITAGWENDA,KITAGWENDA,NYAKATO DOROTHY,NRM,26924,47331,0.568844914,0
District Woman Representative,KITAGWENDA,KITAGWENDA,KENYONYOZI EFRANCE,INDEPENDENT,18925,47331,0.399843663,0
District Woman Representative,KITAGWENDA,KITAGWENDA,ASIIMWE JOAN,FDC,1482,47331,0.031311404,0
District Woman Representative,KITGUM,KITGUM,ABER LILLIAN,NRM,41192,52496,0.78466928,0
District Woman Representative,KITGUM,KITGUM,ALANYO OLOBO ROSELINE,UPC,7680,52496,0.146296859,0
District Woman Representative,KITGUM,KITGUM,ADOKORACH ODUR NORAH,INDEPENDENT,3624,52496,0.069033831,0
District Woman Representative,KOBOKO,KOBOKO,TABAN SHARIFAH AATE,NRM,44614,49551,0.900365293,0
District Woman Representative,KOBOKO,KOBOKO,ARIYE EUNICE OWINYI,INDEPENDENT,4937,49551,0.099634722,0
District Woman Representative,KOLE,KOLE,ALYEK JUDITH,NRM,28505,68559,0.415773273,0
District Woman Representative,KOLE,KOLE,ACHENG SANDRA,INDEPENDENT,15036,68559,0.219314754,0
District Woman Representative,KOLE,KOLE,AUMA JANNET,UPC,12825,68559,0.187065154,0
District Woman Representative,KOLE,KOLE,ALUM ANNE,INDEPENDENT,9740,68559,0.142067418,0
District Woman Representative,KOLE,KOLE,LORNA EUNICE AKULLU,NUP,1420,68559,0.020712087,0
District Woman Representative,KOLE,KOLE,AKELLO JENNIFER,INDEPENDENT,1033,68559,0.015067315,0
District Woman Representative,KOTIDO,KOTIDO,ALEPER MARGARET ACHILLA,NRM,25620,40882,0.626681685,0
District Woman Representative,KOTIDO,KOTIDO,AKELLO AGNES LOKOCHIL,INDEPENDENT,13919,40882,0.340467691,0
District Woman Representative,KOTIDO,KOTIDO,MUNYES PRISCA LOTYANG,FDC,1343,40882,0.032850642,0
District Woman Representative,KUMI,KUMI,APOLOT CHRISTINE,NRM,35152,69042,0.509139359,0
District Woman Representative,KUMI,KUMI,AMODING MONICAH,INDEPENDENT,29292,69042,0.424263477,0
District Woman Representative,KUMI,KUMI,ATEMO MARY GORRETY,FDC,2245,69042,0.032516439,0
District Woman Representative,KUMI,KUMI,ALUO ESTHER,INDEPENDENT,1553,69042,0.022493554,0
District Woman Representative,KUMI,KUMI,NORMA SUSAN OTAI,INDEPENDENT,558,69042,0.008082037,0
District Woman Representative,KUMI,KUMI,IKIROR KEVIN,INDEPENDENT,242,69042,0.003505113,0
District Woman Representative,KWANIA,KWANIA,AUMA KENNY,UPC,37497,54655,0.686067164,0
District Woman Representative,KWANIA,KWANIA,APIO SUSAN,INDEPENDENT,7857,54655,0.143756285,0
District Woman Representative,KWANIA,KWANIA,ACOLA JUDITH IYER OGWANG,NRM,6855,54655,0.125423104,0
District Woman Representative,KWANIA,KWANIA,AMONGI JUDITH OLOPE,INDEPENDENT,1228,54655,0.022468209,0
District Woman Representative,KWANIA,KWANIA,AMEK MARY GRACE,INDEPENDENT,743,54655,0.013594365,0
District Woman Representative,KWANIA,KWANIA,ANANG JUDITH OKAO,INDEPENDENT,475,54655,0.008690879,0
District Woman Representative,KWEEN,KWEEN,CHERUKUT ROSE EMMA,NRM,19479,33389,0.58339572,0
District Woman Representative,KWEEN,KWEEN,CHEKWEL LYDIA,INDEPENDENT,13550,33389,0.405822277,0
District Woman Representative,KWEEN,KWEEN,CHEROP IRENE,FDC,360,33389,0.010781994,0
District Woman Representative,KYANKWANZI,KYANKWANZI,SENDAWULA CHRISTINE BUKENYA,NRM,31546,63559,0.496326238,0
District Woman Representative,KYANKWANZI,KYANKWANZI,NANKABIRWA ANN MARIA,INDEPENDENT,23189,63559,0.364842117,0
District Woman Representative,KYANKWANZI,KYANKWANZI,COMFORTABLE EVERYNE,NUP,8824,63559,0.13883163,0
District Woman Representative,KYEGEGWA,KYEGEGWA,KABAHENDA FLAVIA RWABUHORO,NRM,47844,81827,0.584697008,0
District Woman Representative,KYEGEGWA,KYEGEGWA,KIIZA STELLA,INDEPENDENT,29080,81827,0.355383933,0
District Woman Representative,KYEGEGWA,KYEGEGWA,KUNIHIRA REHEMA,NUP,4861,81827,0.059405819,0
District Woman Representative,KYEGEGWA,KYEGEGWA,KYOGABIRWE JACKIE MUGANDA,INDEPENDENT,42,81827,0.000513278,0
District Woman Representative,KYENJOJO,KYENJOJO,KUNIHIRA FAITH PHILO,NRM,75576,130476,0.579232991,0
District Woman Representative,KYENJOJO,KYENJOJO,BAGUMA SPELLANZA MUHENDA,INDEPENDENT,51965,130476,0.398272485,0
District Woman Representative,KYENJOJO,KYENJOJO,KEMIGISA ROSE,FDC,1562,130476,0.01197155,0
District Woman Representative,KYENJOJO,KYENJOJO,TIMBIGAMBA LYNDAH,INDEPENDENT,1373,130476,0.010523008,0
District Woman Representative,KYOTERA,KYOTERA,NANTONGO FORTUNATE ROSE,DP,49019,76159,0.64364028,0
District Woman Representative,KYOTERA,KYOTERA,NAKITENDE RACHEAL,NRM,26137,76159,0.343189895,0
District Woman Representative,KYOTERA,KYOTERA,NASSOLO AISHA,FDC,539,76159,0.007077299,0
District Woman Representative,KYOTERA,KYOTERA,NAKITTO MAGRET,INDEPENDENT,464,76159,0.006092517,0
District Woman Representative,LAMWO,LAMWO,ACORA NANCY,INDEPENDENT,17064,35156,0.485379457,0
District Woman Representative,LAMWO,LAMWO,LANYERO MOLLY,NRM,12862,35156,0.365855038,0
District Woman Representative,LAMWO,LAMWO,LAMUNU NANCY,INDEPENDENT,2200,35156,0.062578224,0
District Woman Representative,LAMWO,LAMWO,NYEKO JONES JENNIFER,ANT,1125,35156,0.032000229,0
District Woman Representative,LAMWO,LAMWO,LANYERO SARAH OCHIENG,INDEPENDENT,1040,35156,0.029582433,0
District Woman Representative,LAMWO,LAMWO,LABOTE FAITH BALMOI,INDEPENDENT,865,35156,0.024604619,0
District Woman Representative,LIRA,LIRA,AUMA LINDA AGNES,INDEPENDENT,22086,61753,0.357650638,0
District Woman Representative,LIRA,LIRA,ONGINA FLORENCE,NRM,19004,61753,0.307742149,0
District Woman Representative,LIRA,LIRA,MARGARET J ATENG OTIM,UPC,18716,61753,0.303078383,0
District Woman Representative,LIRA,LIRA,AKELLO GLORIA,INDEPENDENT,1947,61753,0.031528834,0
District Woman Representative,LIRA CITY,LIRA CITY,ACENG JANE RUTH OCERO,NRM,34054,53452,0.637094975,0
District Woman Representative,LIRA CITY,LIRA CITY,ATIM JOY ONGOM,UPC,19088,53452,0.357105434,0
District Woman Representative,LIRA CITY,LIRA CITY,OKULLO EUNICE ANNA,ANT,310,53452,0.005799596,0
District Woman Representative,LUUKA,LUUKA,MBAYO ESTHER MBULAKUBUZA,NRM,25495,61906,0.411834061,0
District Woman Representative,LUUKA,LUUKA,NAMWASE OLIVER,INDEPENDENT,15885,61906,0.256598711,0
District Woman Representative,LUUKA,LUUKA,NABIRYO OLIVIA,NUP,11120,61906,0.17962718,0
District Woman Representative,LUUKA,LUUKA,ALIYINZA GLADYS,INDEPENDENT,9406,61906,0.151940033,0
District Woman Representative,LUWERO,LUWERO,NABUKENYA BRENDA,NUP,76801,147065,0.522224844,0
District Woman Representative,LUWERO,LUWERO,MULONDO CISSY,NRM,40353,147065,0.27438888,0
District Woman Representative,LUWERO,LUWERO,NAJJUKA PROSSY,INDEPENDENT,21136,147065,0.143718764,0
District Woman Representative,LUWERO,LUWERO,NAKIGANDA MIRRIAM,FDC,3330,147065,0.022643048,0
District Woman Representative,LUWERO,LUWERO,NAMULINDWA JOY NABYALIIRO,INDEPENDENT,1850,147065,0.012579472,0
District Woman Representative,LUWERO,LUWERO,NANTONGO DOREEN,INDEPENDENT,1801,147065,0.012246286,0
District Woman Representative,LUWERO,LUWERO,NANYANZI SHIFAH WALAKIRA,JEEMA,1481,147065,0.010070377,0
District Woman Representative,LUWERO,LUWERO,NAMULINDWA PHEOBEH,INDEPENDENT,313,147065,0.002128311,0
District Woman Representative,LWENGO,LWENGO,NAMUJJU CISSY DIONIZIA,NRM,37889,85993,0.44060564,0
District Woman Representative,LWENGO,LWENGO,MUWONGE NKONGE SARAH EVELYNE,INDEPENDENT,26435,85993,0.30740875,0
District Woman Representative,LWENGO,LWENGO,NAKASAGGA ELIZABETH,NUP,20562,85993,0.239112481,0
District Woman Representative,LWENGO,LWENGO,NAMUYANJA CHRISTINE,DP,1107,85993,0.012873141,0
District Woman Representative,LYANTONDE,LYANTONDE,KEMIREMBE PAULINE KYAKA,NRM,16401,31250,0.52483201,0
District Woman Representative,LYANTONDE,LYANTONDE,ASIIMWE RUTH KANYARUJU,INDEPENDENT,10076,31250,0.322432011,0
District Woman Representative,LYANTONDE,LYANTONDE,NAJJAGWE RAHMAH SAAD,INDEPENDENT,4773,31250,0.152735993,0
District Woman Representative,MADI-OKOLLO,MADI-OKOLLO,OKIA JOANNE ANIKU,NRM,,,,1
District Woman Representative,MANAFWA,MANAFWA,KITUTU MARY GORETTI KIMONO,NRM,31324,49794,0.629071772,0
District Woman Representative,MANAFWA,MANAFWA,MUTONYI ROSE MASABA,INDEPENDENT,17061,49794,0.342631638,0
District Woman Representative,MANAFWA,MANAFWA,NAMALWA ANNET,FDC,748,49794,0.01502189,0
District Woman Representative,MANAFWA,MANAFWA,KHAINZA MILLY,INDEPENDENT,361,49794,0.007249869,0
District Woman Representative,MANAFWA,MANAFWA,MUNGOMA ANNIE,INDEPENDENT,300,49794,0.006024822,0
District Woman Representative,MARACHA,MARACHA,DRIWARU JENNIFER,NRM,30004,50636,0.592542827,0
District Woman Representative,MARACHA,MARACHA,AYAKA ROSE ATIMA,INDEPENDENT,17879,50636,0.353088707,0
District Woman Representative,MARACHA,MARACHA,BAKO JUDITH,INDEPENDENT,2753,50636,0.054368433,0
District Woman Representative,MASAKA,MASAKA,NAMUTAAWE JOAN,INDEPENDENT,12541,35591,0.352364361,0
District Woman Representative,MASAKA,MASAKA,NALULE JOANITA,INDEPENDENT,11303,35591,0.317580283,0
District Woman Representative,MASAKA,MASAKA,NAMUGABE EDITH KULABAKO,NRM,6293,35591,0.176814362,0
District Woman Representative,MASAKA,MASAKA,NAKIYEMBA HARRIET SSEBUWUFU,NUP,4610,35591,0.129527122,0
District Woman Representative,MASAKA,MASAKA,NANZIRI JANE GRACE,DP,671,35591,0.018853081,0
District Woman Representative,MASAKA,MASAKA,NAMYALO DIVINE BWANIKA,FDC,173,35591,0.004860779,0
District Woman Representative,MASAKA CITY,MASAKA CITY,NAKABUYE JULIET KAKANDE,NUP,37024,69519,0.532573819,0
District Woman Representative,MASAKA CITY,MASAKA CITY,BABIRYE MARY KABANDA,DP,18203,69519,0.261842072,0
District Woman Representative,MASAKA CITY,MASAKA CITY,NAKYEJWE CHRISTINE,NRM,11568,69519,0.166400552,0
District Woman Representative,MASAKA CITY,MASAKA CITY,NANYONJO HADIJAH,INDEPENDENT,2137,69519,0.030739797,0
District Woman Representative,MASAKA CITY,MASAKA CITY,OWAMARIA FLORENCE,INDEPENDENT,345,69519,0.004962672,0
District Woman Representative,MASAKA CITY,MASAKA CITY,NALUNKUMA LYDIA,FDC,242,69519,0.003481063,0
District Woman Representative,MASINDI,MASINDI,ASIIMWE FLORENCE AKIIKI,NRM,44680,83316,0.536271572,0
District Woman Representative,MASINDI,MASINDI,KAHOMBO MILDRED KAKUSYA,INDEPENDENT,27950,83316,0.335469782,0
District Woman Representative,MASINDI,MASINDI,KASANGAKI LILIAN,INDEPENDENT,10686,83316,0.128258675,0
District Woman Representative,MAYUGE,MAYUGE,NAKADAMA RUKIA ISANGA,NRM,48951,116153,0.421435535,0
District Woman Representative,MAYUGE,MAYUGE,MUKODA JULIE ZABWE,INDEPENDENT,31445,116153,0.270720512,0
District Woman Representative,MAYUGE,MAYUGE,NAKAYIZA RITAH MATHUR,NUP,31142,116153,0.268111885,0
District Woman Representative,MAYUGE,MAYUGE,NAWANZIGE FLORENCE,FDC,2058,116153,0.01771801,0
District Woman Representative,MAYUGE,MAYUGE,KAUMA VIVIAN,DP,1303,116153,0.011217963,0
District Woman Representative,MAYUGE,MAYUGE,KADHAYA BRENDA,INDEPENDENT,1254,116153,0.010796105,0
District Woman Representative,MBALE,MBALE,MUKHAYE MIRIAM,INDEPENDENT,29073,69882,0.416029871,0
